Timestamp,Matched_Longitude,Matched_Latitude
2024-09-02T16:53:07.109Z,73.27347270932954,22.292528065429593
2024-09-02T16:53:15.547Z,73.27405220994855,22.292505719226522
2024-09-02T16:53:25.630Z,73.27461305886833,22.292484092254195
2024-09-02T16:53:37.256Z,73.2751289157721,22.29246420022518
2024-09-02T16:53:48.071Z,73.27563315889418,22.292443976009856
2024-09-02T16:53:58.280Z,73.27621474135644,22.29242563153372
2024-09-02T16:54:19.023Z,73.27642367750829,22.29242357901288
2024-09-02T16:54:30.702Z,73.276908806347,22.292350876134755
2024-09-02T16:54:42.788Z,73.27740300497102,22.29234512049891
2024-09-02T16:54:52.806Z,73.27788099331333,22.292339553654525
2024-09-02T16:55:01.485Z,73.27837353745866,22.292333817287407
2024-09-02T16:55:12.901Z,73.27877271119773,22.292329168349575
2024-09-02T16:55:21.654Z,73.27915130654473,22.29232475907597
2024-09-02T16:55:30.770Z,73.2540498,22.2965549
2024-09-02T16:56:39.203Z,73.27996682230972,22.292315261251535
2024-09-02T16:56:50.197Z,73.28037874131319,22.29231046387723
2024-09-02T16:57:00.154Z,73.28087050373742,22.292304736614348
2024-09-02T16:57:10.228Z,73.28130684473035,22.292299654811735
2024-09-02T16:57:19.337Z,73.28169632495441,22.29229511876848
2024-09-02T16:57:27.939Z,73.28211760585486,22.292290212361756
2024-09-02T16:57:36.735Z,73.28249636303603,22.292285801203363
2024-09-02T16:57:47.826Z,73.28290538778631,22.292281037536696
2024-09-02T16:57:56.243Z,73.2833347539594,22.29227603696564
2024-09-02T16:58:05.939Z,73.28386546743803,22.292269856063122
2024-09-02T16:58:15.832Z,73.28430613319192,22.292264723892604
2024-09-02T16:58:24.748Z,73.28473179158846,22.292259766503804
2024-09-02T16:58:36.127Z,73.28512810820409,22.292338069515083
2024-09-02T16:58:57.713Z,73.28576998186666,22.29235590307406
2024-09-02T16:59:08.853Z,73.28630275665027,22.29243864675249
2024-09-02T16:59:19.690Z,73.28686190108455,22.29253106677569
2024-09-02T16:59:31.348Z,73.28742081808527,22.29263340474882
2024-09-02T16:59:41.800Z,73.28801818453806,22.29274278283522
2024-09-02T16:59:52.477Z,73.2886151302871,22.29285208389056
2024-09-02T17:00:02.750Z,73.28915560069014,22.292951044282734
2024-09-02T17:02:27.086Z,73.29018823402002,22.293140119944827
2024-09-02T17:02:57.350Z,73.29064774243002,22.293224256156922
2024-09-02T17:03:30.808Z,73.29123898531968,22.29333267223983
2024-09-02T17:03:46.032Z,73.2917023026448,22.293418167578206
2024-09-02T17:04:00.667Z,73.29215839360253,22.2935023258445
2024-09-02T17:04:19.906Z,73.2926488,22.2935934
2024-09-02T17:04:31.981Z,73.2926488,22.2935934
2024-09-02T17:05:04.362Z,73.2926488,22.2935934
